Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	du lit où gisait sa femme. --Mon	père	! s'écriait Ginevra dans son délire, prenez soin de mon
TXM_etude_des_moeurs	pu réchauffer. --Donne ma chevelure à mon	père	, en souvenir de sa Ginevra, reprit -elle. Dis -lui
TXM_etude_des_moeurs	venir. Nous avons du pain. Ton	père	va te recevoir en grâce. La prospérité s'est levée pour
TXM_etude_des_moeurs	du comte, pleuvaient inaperçues. Quoique le	père	et les trois fils eussent chacun assez de sinécures pour jouir d'
TXM_etude_des_moeurs	pour sa mère, et même pour son	père	. Tous ses parents raffolaient d'elle. Arrivée à l'âge
TXM_etude_des_moeurs	trop récemment baronifié pour faire oublier que le	père	avait vendu des fagots. Ce notable changement dans les idées du
TXM_etude_des_moeurs	se maria sensément avec une demoiselle dont le	père	, deux ou trois fois millionnaire, avait fait le commerce des
TXM_etude_des_moeurs	n'échappe à l'oeil d'un bon	père	: monsieur de Fontaine essaya souvent d'expliquer à sa fille les
TXM_etude_des_moeurs	été de marbre. Les yeux d'un	père	se dessillent si tard, qu'il fallut au vieux Vendéen plus
TXM_etude_des_moeurs	avec trop de monde le coeur de son	père	et de sa mère, elle devenait jalouse de tout, même
TXM_etude_des_moeurs	jours de Longchamp. D'ailleurs, mon	père	prétend que ce sera un jour la plus belle dignité de France
TXM_etude_des_moeurs	intérieure d'avoir bien rempli son devoir de	père	. Puis ayant fait flèche de tout bois, il espérait que
TXM_etude_des_moeurs	pigeon pendantes, sa coiffure vénérable, le	père	d'Émilie ordonna, non sans une secrète émotion, à son
TXM_etude_des_moeurs	air d'_il Barbiere_. --Bonjour, mon	père	. Que me voulez -vous donc si matin ? Après ces paroles
TXM_etude_des_moeurs	à rendre ton bonheur durable... --Mon bon	père	, répondit Émilie en employant les sons les plus caressants de sa
TXM_etude_des_moeurs	manière à se placer en face de son	père	, prit une attitude si grave qu'il était impossible de n'
TXM_etude_des_moeurs	riant, la figure soucieuse de son vieux	père	, elle rompit le silence. --Je ne vous ai jamais entendu
TXM_etude_des_moeurs	vous ai jamais entendu dire, mon cher	père	, que le gouvernement fît ses communications en robe de chambre.
TXM_etude_des_moeurs	d'ailleurs sans fortune. Enfin, mon	père	, ces gens -là n'ont pas de titre. Je veux
TXM_etude_des_moeurs	personne cet hiver qui... --Non, mon	père	. --Que veux -tu donc ? --Le fils d'un pair de
TXM_etude_des_moeurs	! j'ai consciencieusement rempli mes devoirs de	père	envers toi, que dis -je, consciencieusement ? avec amour,
TXM_etude_des_moeurs	n'auras pas le droit d'accuser ton	père	. Je ne me refuserai pas à faire des démarches et à
TXM_etude_des_moeurs	blancs. L'affection que lui témoignait son	père	et l'accent solennel qu'il mit à son onctueuse allocution touchèrent
TXM_etude_des_moeurs	se dérida. Quand Émilie jugea que son	père	était remis de sa pénible émotion, elle lui dit à voix
TXM_etude_des_moeurs	bien de votre gracieuse attention, mon cher	père	. Vous avez arrangé votre appartement pour recevoir votre fille chérie.
TXM_etude_des_moeurs	folle et si rebelle. Mais, mon	père	, est -il donc bien difficile d'épouser un pair de France
TXM_etude_des_moeurs	. --Tu te moques de moi, mon	père	. Eh bien ! je te déclare que j'irai plutôt mourir
TXM_etude_des_moeurs	. Elle s'échappa des bras de son	père	, et, fière d'être sa maîtresse, elle s'en
TXM_etude_des_moeurs	, ne le lui avouez pas ! --Mon	père	, il est vrai que je l'aime, mais j'attendrai
TXM_etude_des_moeurs	je le veux bien. Mais, mon	père	, vous avez souhaité me voir mariée, vous m'avez donné
TXM_etude_des_moeurs	Elle releva bientôt la tête, regarda son	père	, et lui dit avec une sorte d'inquiétude : --Est -ce
TXM_etude_des_moeurs	la dernière branche cadette. --Mais, mon	père	, il y a de fort bonnes maisons issues de bâtards.
TXM_etude_des_moeurs	. Émilie, que l'avis de son	père	avait fortement inquiétée, attendit avec une vive impatience l'heure à
TXM_etude_des_moeurs	pleins d'enchantements. Les soupçons de son	père	étaient les dernières craintes qui pouvaient l'atteindre, elle en fit
TXM_etude_des_moeurs	amour. Lorsqu'elle resta seule avec son	père	dans le salon, le vénérable Vendéen s'avança vers elle,
TXM_etude_des_moeurs	de monsieur Longueville. --Oui, mon cher	père	, répondit -elle, je suis plus heureuse que je ne pouvais
TXM_etude_des_moeurs	la tête de droite à gauche, son	père	n'a pas même acheté de savonnette à vilain. Avant la
TXM_etude_des_moeurs	à se tromper. Si, comme son	père	, elle avait quelque influence à la chambre, disait -elle,
TXM_etude_des_moeurs	Clara ont renoncé à la fortune de mon	père	, afin qu'il pût réunir sur ma tête un majorat.
TXM_etude_des_moeurs	réunir sur ma tête un majorat. Mon	père	rêve la pairie comme tous ceux qui votent pour le ministère.
TXM_etude_des_moeurs	comte traitait sa femme en époux ou en	père	. On lui entendait dire souvent qu'il avait recueilli sa nièce
TXM_etude_des_moeurs	de la jeunesse. La mort de son	père	et celle de son frère tué par l'inclémence du climat de
TXM_etude_des_moeurs	. Je me trompe ! j’avais un	père	, l’Empereur ! Ah ! s’il était debout, le
TXM_etude_des_moeurs	avais un peu d’argent ? Puis le	père	de ces trois gamins est un vieux _égyptien_..... --Comment
TXM_etude_des_moeurs	XVIII, dans les entours duquel était son	père	avant la révolution. Il appartenait donc à cette partie du faubourg
TXM_etude_des_moeurs	son bonheur aux seules jouissances que goûte un	père	près d’une fille chérie. Le colonel avait connu la comtesse
TXM_etude_des_moeurs	de bonté, n’est -ce pas le	père	de tes enfants ? --Eh ! bien, reprit -elle, si
TXM_etude_des_moeurs	ma charge ! J’ai vu mourir un	père	dans un grenier, sans sou ni maille, abandonné par deux
TXM_etude_des_moeurs	Gascogne, Paul n'osa lutter contre son	père	, et perdit cette faculté de résistance qui engendre le courage moral
TXM_etude_des_moeurs	était emprisonné dans le vieil hôtel de son	père	, car il n'avait pas assez d'argent pour frayer avec
TXM_etude_des_moeurs	qui plaisent aux jeunes gens, car son	père	les lui imposait. Pour le vieux gentilhomme, savoir manier les
TXM_etude_des_moeurs	employait à lire des romans, car son	père	n'admettait pas les études transcendantes par lesquelles se terminent aujourd'hui les
TXM_etude_des_moeurs	jeune homme, si la mort de son	père	ne l'eût délivré de cette tyrannie au moment où elle était
TXM_etude_des_moeurs	n'aimait pas davantage Lanstrac, où son	père	allait passer tous les étés et le menait à la chasse du
TXM_etude_des_moeurs	au vieux Mathias, le notaire de son	père	, et passa six années loin de Bordeaux. Attaché d'ambassade
TXM_etude_des_moeurs	après avoir dissipé les capitaux liquides que son	père	avait amassés, il vint un moment où, pour continuer son
TXM_etude_des_moeurs	Paris, dans le vieil hôtel de mon	père	, et viendrai passer trois mois d'hiver ici, dans cette
TXM_etude_des_moeurs	silence, eh ! bien, sois bon	père	et bon époux, tu deviendras ridicule pour le reste de tes
TXM_etude_des_moeurs	chagrins ? tu ignores donc le métier de	père	et de mère ? Le mariage, mon gros Paul, est
TXM_etude_des_moeurs	nées sur nos tombes. Regrettes -tu ton	père	, ce tyran qui t'a désolé ta jeunesse ? Comment t'
TXM_etude_des_moeurs	nécessaires les désaffectionneront. Les enfants aiment un	père	prodigue ou faible qu'ils mépriseront plus tard. Tu seras donc
TXM_etude_des_moeurs	et le mépris. N'est pas bon	père	de famille qui veut ! Tourne les yeux sur nos amis,
TXM_etude_des_moeurs	toi -même, Paul de Manerville, bon	père	et bon époux, député du centre, et peut-être pair de
TXM_etude_des_moeurs	devenir, comme tu le dis, bon	père	et bon époux ! Je me sens propre aux joies de la
TXM_etude_des_moeurs	peut pas vous ôter, la fortune du	père	. Nous autres vieilles gens, nous tenons fort au : Qu'
TXM_etude_des_moeurs	le plus saint des devoirs. Si votre	père	et votre mère n'avaient pas bien fait leur lit, vous
TXM_etude_des_moeurs	moi, proviennent de la succession de nos	père	et mère, excepté la maison de Paris, laquelle est un
TXM_etude_des_moeurs	notaire. —Va, va, mon vieux	père	Cassandre, va dire à ton client que nous n'avons pas
TXM_etude_des_moeurs	à mademoiselle Évangélista sur la succession de son	père	. Mathias ne put comprimer l'indignation qui brilla dans ses yeux
TXM_etude_des_moeurs	argent donne-t -il ces trésors ? Si le	père	de Natalie entendait notre conversation, son âme généreuse en serait affectée
TXM_etude_des_moeurs	chipoter défendre les intérêts des enfants, du	père	et de la mère, disait Mathias. —Oui, disait Paul
TXM_etude_des_moeurs	à mademoiselle Natalie de la succession de son	père	, et que les futurs époux n'entendent au contrat le compte
TXM_etude_des_moeurs	sais rien de plus rude que ce vieux	père	Mathias. Que Dieu l'entende, et que je devienne _pair
TXM_etude_des_moeurs	vivement Natalie. Gardez ces pierreries que mon	père	prenait tant de plaisir à vous offrir. Comment monsieur Paul peut
TXM_etude_des_moeurs	boucles d'oreilles que m'a donnés ton	père	, le jour de notre mariage, valaient au moins cette somme
TXM_etude_des_moeurs	. Vous riez ? reprit -elle. Mon	père	n'a-t -il pas toujours satisfait vos caprices ? pourquoi ? il
TXM_etude_des_moeurs	ton mari sera pour toi ce que ton	père	était pour moi, ce malheur ne sera plus à craindre.
TXM_etude_des_moeurs	faisais tout ce que tu voulais de mon	père	, tu t'y connais, je t'obéirai aveuglément. Madame
TXM_etude_des_moeurs	encore mes dernières vanités de femme. Votre	père	Mathias est vieux, il ne pourrait pas veiller sur vos propriétés
TXM_etude_des_moeurs	-on pas maître de son bien ? Votre	père	avait mangé deux fortunes avant de refaire celle qu'il vous a
TXM_etude_des_moeurs	je rapporterais des millions, j'imiterais ton	père	, je les mettrais à tes pieds, comme il mettait les
TXM_etude_des_moeurs	à Lanstrac, cette terre arrangée par ton	père	, dans un château que tu as renouvelé si luxueusement, y
TXM_etude_des_moeurs	lady Dudley, la femme de mon vrai	père	, Félix devait être le fait de Natalie. Il n'y
TXM_etude_des_moeurs	consolations du comte Félix de Vandenesse (leur	père	est enfin mort, hier !) ? Ta femme a le
TXM_etude_des_moeurs	Vois où nous en sommes. Mon vrai	père	fait partie du ministère anglais. Nous aurons des intelligences en Espagne
TXM_etude_des_moeurs	de sa fille qui souriait de voir son	père	en flagrante désobéissance aux ordres de la comtesse. La singulière insouciance
TXM_etude_des_moeurs	. Après avoir lu les secrètes infortunes du	père	Goriot, vous dînerez avec appétit en mettant votre insensibilité sur le
TXM_etude_des_moeurs	à ces infortunés étudiants qui, comme le	père	Goriot et mademoiselle Michonneau, ne pouvaient mettre que quarante-cinq francs par
TXM_etude_des_moeurs	fourni le sujet d’un livre. Son	père	croyait avoir des raisons pour ne pas la reconnaître, refusait de
TXM_etude_des_moeurs	à cet enfant désavoué, qui aimait son	père	, qui tous les ans s’acheminait chez lui pour y apporter
TXM_etude_des_moeurs	suppliait Dieu de dessiller les yeux de son	père	, d’attendrir le cœur de son frère, et priait pour
TXM_etude_des_moeurs	Ce Patiras était l’ancien vermicellier, le	père	Goriot, sur la tête duquel un peintre aurait, comme l’
TXM_etude_des_moeurs	son nom sur un monument vierge. Le	père	Goriot, vieillard de soixante-neuf ans environ, s’était retiré chez
TXM_etude_des_moeurs	générosité que mit à se laisser attraper le	père	Goriot, qui vers cette époque était respectueusement nommé monsieur Goriot,
TXM_etude_des_moeurs	Goriot, que dès lors elle nomma le	père	Goriot. Ce fut à qui devinerait les causes de cette décadence
TXM_etude_des_moeurs	l’avait dit la fausse comtesse, le	père	Goriot était un sournois, un taciturne. Suivant la logique des
TXM_etude_des_moeurs	cette époque habiter la Maison Vauquer, le	père	Goriot était un homme qui allait à la Bourse et qui,
TXM_etude_des_moeurs	pas assez rusé pour en être. Le	père	Goriot était encore un avare qui prêtait à la petite semaine,
TXM_etude_des_moeurs	trop distinguée pour être la fille d’un	père	Goriot. — Et de deux ! dit la grosse Sylvie,
TXM_etude_des_moeurs	la première fois était aussi venue voir son	père	le matin, vint quelques jours après, le soir, en
TXM_etude_des_moeurs	voyant descendre une de ces dames. Le	père	Goriot lui répondit que cette dame était sa fille ainée. —
TXM_etude_des_moeurs	la fin de la troisième année, le	père	Goriot réduisit encore ses dépenses, en montant au troisième étage et
TXM_etude_des_moeurs	ne mit plus de poudre. Quand le	père	Goriot parut pour la première fois sans être poudré, son hôtesse
TXM_etude_des_moeurs	y eut alors plus aucun doute. Le	père	Goriot était un vieux libertin dont les yeux n’avaient été préservés
TXM_etude_des_moeurs	en mettant en doute sa paternité, le	père	Goriot tressaillit comme si son hôtesse l’eût piqué avec un fer
TXM_etude_des_moeurs	! s’écrièrent les étudiants. Bravo,	père	Goriot ! Mais le vieillard n’entendit pas les plaisanteries dont sa
TXM_etude_des_moeurs	jeunes gens insouciants, la sèche misère du	père	Goriot et sa stupide attitude étaient incompatibles avec une fortune et une
TXM_etude_des_moeurs	bavarder pendant leurs soirées : « Si le	père	Goriot avait des filles aussi riches que paraissaient l’être toutes les
TXM_etude_des_moeurs	vivant, il paraissait sensible tandis que le	père	Goriot, disait encore l’employé au Muséum, était constamment à
TXM_etude_des_moeurs	, au sein de la famille. Son	père	, sa mère, ses deux frères, ses deux sœurs,
TXM_etude_des_moeurs	lumière tracée au bas de la porte du	père	Goriot. Eugène craignit que son voisin ne se trouvât indisposé,
TXM_etude_des_moeurs	que machinait nuitamment le soi-disant vermicellier. Le	père	Goriot, qui sans doute avait attaché sur la barre d’une
TXM_etude_des_moeurs	nouveau son œil à la serrure. Le	père	Goriot, qui avait déroulé son câble, prit la masse d’
TXM_etude_des_moeurs	ronde fut à peu près façonnée. Le	père	Goriot regarda tristement son ouvrage d’un air triste, des larmes
TXM_etude_des_moeurs	Pauvre enfant ! dit à haute voix le	père	Goriot. À cette parole, Rastignac jugea prudent de garder le
TXM_etude_des_moeurs	soupçons qui lui venaient sur le compte du	père	Goriot, plus distrait encore par la figure de madame de Restaud
TXM_etude_des_moeurs	cent sous. Voilà depuis deux ans le	père	Goriot qui fait ses souliers lui -même. Ce grigou de Poiret
TXM_etude_des_moeurs	Dieu à Saint-Étienne dès huit heures. Le	père	Goriot est sorti avec un paquet. L’étudiant ne reviendra qu’
TXM_etude_des_moeurs	partir en faisant mes escaliers ; que le	père	Goriot m’a donné un coup avec ce qu’il portait,
TXM_etude_des_moeurs	, madame ; ce sera le café du	père	Goriot. Je mettrai de l’eau dedans, il ne s’
TXM_etude_des_moeurs	Quoi ? dit la veuve. — Le	père	Goriot était à huit heures et demie rue Dauphine, chez l’
TXM_etude_des_moeurs	les Messageries royales ; j’ai attendu le	père	Goriot pour voir : histoire de rire. Il a remonté dans
TXM_etude_des_moeurs	faire des dominos avec les os de son	père	; un juif, un arabe, un grec, un bohémien
TXM_etude_des_moeurs	— Qu’est -ce que fait donc ce	père	Goriot ? — Il ne fait rien, dit Vautrin, il
TXM_etude_des_moeurs	dit Sylvie. — Christophe, cria le	père	Goriot, monte avec moi. Christophe suivit le père Goriot,
TXM_etude_des_moeurs	, monte avec moi. Christophe suivit le	père	Goriot, et redescendit bientôt. — Où vas -tu ? dit
TXM_etude_des_moeurs	bon Dieu d’attendrir le cœur de votre	père	, dit Vautrin en avançant une chaise à l’orpheline. Mais
TXM_etude_des_moeurs	Allez, mon chou, votre monstre de	père	attire le malheur à plaisir sur lui. À ces mots.
TXM_etude_des_moeurs	vous saviez un moyen d’arriver à mon	père	, dites -lui bien que son affection et l’honneur de ma
TXM_etude_des_moeurs	les pensionnaires, et s’assit auprès du	père	Goriot. — Il vient de m’arriver une singulière aventure,
TXM_etude_des_moeurs	, l’étudiant regarda fixement Vautrin. Le	père	Goriot leva brusquement la tête, il jeta sur les deux interlocuteurs
TXM_etude_des_moeurs	ah ! voilà, répondit Vautrin. Le	père	Goriot le savait bien, lui ! pourquoi ne le saurais -je
TXM_etude_des_moeurs	furieusement belle, reprit Eugène, que le	père	Goriot regardait avidement. Si madame de Beauséant n’avait pas été
TXM_etude_des_moeurs	. Connu, connu ! Le visage du	père	Goriot, qui s’était allumé comme le soleil d’un beau
TXM_etude_des_moeurs	. Quand les deux dames sortirent, le	père	Goriot les imita. — Eh bien, l’avez -vous vu
TXM_etude_des_moeurs	que la belle comtesse de Restaud appartienne au	père	Goriot. — Mais, lui dit Vautrin en l’interrompant,
TXM_etude_des_moeurs	pour lui apporter leur dernier écu. Le	père	Goriot est un de ces gens -là. La comtesse l’exploite
TXM_etude_des_moeurs	vieil escompteur il y avait urgence. Le	père	Goriot a galamment financé pour elle. Il ne faut pas coudre
TXM_etude_des_moeurs	Comment, s’écria madame Vauquer, le	père	Goriot aurait fondu son déjeuner de vermeil ? — N’y avait
TXM_etude_des_moeurs	s’est jetée alors aux pieds de son	père	, et lui a dit avec courage qu’elle n’insistait autant
TXM_etude_des_moeurs	C’est donc des monstres ? dit le	père	Goriot. — Et puis, dit madame Couture sans faire attention
TXM_etude_des_moeurs	attention à l’exclamation du bonhomme, le	père	et le fils s’en sont allés en me saluant et me
TXM_etude_des_moeurs	! dit Vautrin. Dérangez -vous donc,	père	Goriot ! Que diable ! votre pied prend toute la gueule du
TXM_etude_des_moeurs	la porte par laquelle on servait, le	père	Goriot leva la tête en flairant un morceau de pain qu’il
TXM_etude_des_moeurs	autant plus à rire, que le pauvre	père	Goriot regardait les convives d’un air niais, comme un homme
TXM_etude_des_moeurs	! dit Vautrin en enfonçant le chapeau du	père	Goriot par une tape qu’il lui appliqua sur la tête et
TXM_etude_des_moeurs	Eh ! eh ! voyez donc comme le	père	Goriot examine mademoiselle Victorine. Le vieillard oubliait de manger pour contempler
TXM_etude_des_moeurs	douleur de l’enfant méconnu qui aime son	père	. — Mon cher, dit Eugène à voix basse, nous
TXM_etude_des_moeurs	basse, nous nous sommes trompés sur le	père	Goriot. Ce n’est ni un imbécile ni un homme sans
TXM_etude_des_moeurs	voix de madame de Restaud, celle du	père	Goriot et le bruit d’un baiser. Il rentra dans la
TXM_etude_des_moeurs	la cour. Il voulait voir si ce	père	Goriot était bien réellement son père Goriot, Le cœur lui battait
TXM_etude_des_moeurs	si ce père Goriot était bien réellement son	père	Goriot, Le cœur lui battait étrangement, il se souvenait des
TXM_etude_des_moeurs	l’antichambre. En ce moment, le	père	Goriot débouchait près de la porte cochère par la sortie du petit
TXM_etude_des_moeurs	homme décoré qui conduisait un tilbury. Le	père	Goriot n’eut que le temps de se jeter en arrière pour
TXM_etude_des_moeurs	d’un air de colère, regarda le	père	Goriot, et lui fit, avant qu’il ne sortît,
TXM_etude_des_moeurs	mais dont on rougit plus tard. Le	père	Goriot répondit par un petit salut amical, plein de bonhomie.
TXM_etude_des_moeurs	ténébreuse pour lui. La Maison-Vauquer, le	père	Goriot étaient alors bien loin de sa pensée. — Je croyais
TXM_etude_des_moeurs	de savoir quelles étaient ses relations avec le	père	Goriot. Cette femme, évidemment amoureuse de Maxime ; cette femme
TXM_etude_des_moeurs	à porte dans la même pension, le	père	Goriot. À ce nom enjolivé du mot père, le comte
TXM_etude_des_moeurs	Goriot. À ce nom enjolivé du mot	père	, le comte, qui tisonnait, jeta les pincettes dans le
TXM_etude_des_moeurs	la comtesse. En prononçant le nom du	père	Goriot, Eugène avait donné un coup de baguette magique, mais
TXM_etude_des_moeurs	gants jaunes le soir ! Vieux drôle de	père	Goriot, va ! Quand il se trouva sous la porte de
TXM_etude_des_moeurs	cousine d’une manière solidement aristocratique. Le	père	Goriot me coûte déjà au moins dix francs, le vieux scélérat
TXM_etude_des_moeurs	cent trente francs pour son trimestre. Son	père	, sa mère, ses frères, ses sœurs, sa tante
TXM_etude_des_moeurs	ai faite. J’ai parlé d’un	père	… — Madame la duchesse de Langeais, dit Jacques en coupant
TXM_etude_des_moeurs	duchesse. — Ah ! c’est son	père	, reprit l’étudiant en faisant un geste d’horreur. —
TXM_etude_des_moeurs	la perdra. — Elles ont renié leur	père	, répétait Eugène. — Eh ! bien, oui, leur
TXM_etude_des_moeurs	— Eh ! bien, oui, leur	père	, le père, un père, reprit la vicomtesse, un
TXM_etude_des_moeurs	bien, oui, leur père, le	père	, un père, reprit la vicomtesse, un bon père qui
TXM_etude_des_moeurs	, leur père, le père, un	père	, reprit la vicomtesse, un bon père qui leur a donné
TXM_etude_des_moeurs	père, reprit la vicomtesse, un bon	père	qui leur a donné, dit -on, à chacune cinq ou
TXM_etude_des_moeurs	Les filles, qui aimaient peut-être toujours leur	père	, ont voulu ménager la chèvre et le chou, le père
TXM_etude_des_moeurs	ménager la chèvre et le chou, le	père	et le mari ; elles ont reçu le Goriot quand elles n’
TXM_etude_des_moeurs	s’est sacrifié, parce qu’il était	père	: il s’est banni de lui -même. En voyant ses
TXM_etude_des_moeurs	comprit qu’il avait bien fait. Le	père	et les enfants ont été complices de ce petit crime. Nous
TXM_etude_des_moeurs	crime. Nous voyons cela partout. Ce	père	Doriot n’aurait -il pas été une tache de cambouis dans le
TXM_etude_des_moeurs	serait ennuyé. Ce qui arrive à ce	père	peut arriver à la plus jolie femme avec l’homme qu’elle
TXM_etude_des_moeurs	pas avoir un sou à lui. Ce	père	avait tout donné. Il avait donné, pendant vingt ans,
TXM_etude_des_moeurs	tête en regardant le cousin. — Le	père	Goriot est sublime ! dit Eugène en se souvenant de l’avoir
TXM_etude_des_moeurs	épouvantable que ne l’est l’abandon du	père	par ses deux filles, qui le voudraient mort. C’est
TXM_etude_des_moeurs	se renient entre elles comme elles renient leur	père	. Aussi, madame de Nucingen laperait -elle toute la boue qu’
TXM_etude_des_moeurs	la comtesse pour avoir prononcé le nom du	père	Goriot. Oui, mon cher, vous iriez vingt fois chez
TXM_etude_des_moeurs	consigné. Eh ! bien, que le	père	Goriot vous introduise près de madame Delphine de Nucingen. La belle
TXM_etude_des_moeurs	sa porte pour lui avoir dit que son	père	mangeait à notre table, s’écria Rastignac. Tous les convives
TXM_etude_des_moeurs	. Tous les convives s’entre-regardèrent. Le	père	Goriot baissa les yeux, et se retourna pour les essuyer.
TXM_etude_des_moeurs	à son voisin. — Qui vexera le	père	Goriot s’attaquera désormais à moi, répondit Eugène en regardant le
TXM_etude_des_moeurs	dit en goguenardant : — Pour prendre le	père	Goriot à votre compte, et vous établir son éditeur responsable,
TXM_etude_des_moeurs	Le dîner devint sombre et froid. Le	père	Goriot, absorbé par la profonde douleur que lui avait causée la
TXM_etude_des_moeurs	Vauquer à voix basse, serait donc le	père	d’une comtesse à c’t’heure ? — Et d’une
TXM_etude_des_moeurs	. Il se leva sans vouloir écouter le	père	Goriot, et se retira dans sa chambre, où il écrivit
TXM_etude_des_moeurs	Ne dis rien de ma demande a mon	père	, il s’y opposerait peut-être, et si je n’avais
TXM_etude_des_moeurs	dans une agitation pleine de désespoir. Le	père	Goriot, le voyant ainsi par sa porte qui était restée entrebâillée
TXM_etude_des_moeurs	suis encore fils et frère comme vous êtes	père	. Vous avez raison de trembler pour la comtesse Anastasie, elle
TXM_etude_des_moeurs	Maxime de Trailles qui la perdra. Le	père	Goriot se retira en balbutiant quelques paroles dont Eugène ne saisit pas
TXM_etude_des_moeurs	mettre au fait de la vie antérieure du	père	Goriot, et recueillit des renseignements certains, qui peuvent se réduire
TXM_etude_des_moeurs	exprimer les plus coûteux désirs pour voir leur	père	s’empressant de les combler ; il ne demandait qu’une caresse
TXM_etude_des_moeurs	dot la moitié de la fortune de son	père	. Courtisée pour sa beauté par le comte de Restaud, Anastasie
TXM_etude_des_moeurs	savait un monsieur Muret sur le compte du	père	Goriot, dont il avait acheté le fonds. Les suppositions que
TXM_etude_des_moeurs	fois une somme si considérable sans que ton	père	en fût instruit, ce qui troublerait l’harmonie de notre ménage
TXM_etude_des_moeurs	avait pas la goutte aux doigts. Ton	père	va bien. La récolte de 1819 passe nos espérances. Adieu
TXM_etude_des_moeurs	il était en pleurs, il pensait au	père	Goriot tordant son vermeil et le vendant pour aller payer la lettre
TXM_etude_des_moeurs	chez madame de Restaud, la fille du	père	Goriot, et vous y avez flairé la Parisienne. Ce jour
TXM_etude_des_moeurs	. Vous avez vu le pauvre bêta de	père	Goriot obligé de payer la lettre de change endossée par sa fille
TXM_etude_des_moeurs	Vautrin, et tout s’éclaircira. Le	père	Taillefer est un vieux coquin qui passe pour avoir assassiné l’un
TXM_etude_des_moeurs	et gentille, elle aura bientôt entortillé son	père	, et le fera tourner comme une toupie d’Allemagne avec le
TXM_etude_des_moeurs	un gentilhomme ! — Monsieur, dit le	père	Goriot en entrant chez Eugène, vous m’avez demandé si je
TXM_etude_des_moeurs	Comment avez -vous su cela, mon bon	père	Goriot ? dit Eugène en le faisant asseoir à son feu.
TXM_etude_des_moeurs	jours les deux voisins, Eugène et le	père	Goriot, étaient devenus bons amis. Leur secrète amitié tenait aux
TXM_etude_des_moeurs	plus riches trésors de l’amour. Le	père	Goriot, que son sentiment irréfléchi élevait jusqu’au sublime de la
TXM_etude_des_moeurs	une indiscrétion pourrait le bien servir. Le	père	Goriot ne lui avait parlé de ses filles qu’à propos de
TXM_etude_des_moeurs	m’aiment bien. Je suis un heureux	père	. Seulement, mes deux gendres se sont mal conduits envers moi
TXM_etude_des_moeurs	. Je suis le voisin de monsieur votre	père	. J’ignorais que madame de Restaud fût sa fille. J’
TXM_etude_des_moeurs	Puis, tout plein de ce que votre	père	m’a raconté ; ce soir en dînant avec ma cousine,
TXM_etude_des_moeurs	manière dont elle se conduit avec ce pauvre	père	, qui vraiment a été pour nous un dieu. Il a
TXM_etude_des_moeurs	Nucingen m’ordonnât positivement de ne voir mon	père	que le matin, pour que je cédasse sur ce point.
TXM_etude_des_moeurs	vous parler ainsi. Mais vous connaissez mon	père	, et, à ce titre, vous ne pouvez pas m’
TXM_etude_des_moeurs	Molière, puis récemment Jenny Deans et son	père	, dans l’œuvre de Walter Scott. Peut être l’œuvre
TXM_etude_des_moeurs	. L’étudiant frappa rudement à porte du	père	Goriot. — Mon voisin, dit -il, j’ai vu
TXM_etude_des_moeurs	se trouvait pour la première fois chez le	père	Goriot, ne fut pas maître d’un mouvement de stupéfaction en
TXM_etude_des_moeurs	stupéfaction en voyant le bouge où vivait le	père	, après avoir admiré la toilette de la fille. La fenêtre
TXM_etude_des_moeurs	noyer, dont la barre avait servi au	père	Goriot à dénaturer son écuelle en vermeil. Un méchant secrétaire sur
TXM_etude_des_moeurs	son grenier, que ne l’était le	père	Goriot chez madame Vauquer. L’aspect de cette chambre donnait froid
TXM_etude_des_moeurs	bien aussi. Je le sais. Un	père	est avec ses enfants comme Dieu est avec nous, il va
TXM_etude_des_moeurs	chagrins que les leurs. Quand vous serez	père	, quand vous vous direz, en oyant gazouiller vos enfants :
TXM_etude_des_moeurs	Eh ! bien, quand j’ai été	père	, j’ai compris Dieu. Il est tout entier partout,
TXM_etude_des_moeurs	elles on fait à leur fantaisie. Le	père	Goriot était sublime. Jamais Eugène ne l’avait pu voir illuminé
TXM_etude_des_moeurs	madame Delphine. — Bah ! dit le	père	Goriot. — Oui. Je ne lui ai pas déplu.
TXM_etude_des_moeurs	Grand Turc. Depuis cette conversation, le	père	Goriot vit dans son voisin un confident inespéré, un ami.
TXM_etude_des_moeurs	ne font jamais de faux calculs. Le	père	Goriot se voyait un peu plus près de sa fille Delphine,
TXM_etude_des_moeurs	au déjeuner, l’affectation avec laquelle le	père	Goriot regardait Eugène, près duquel il se plaça, les quelques
TXM_etude_des_moeurs	d’avoir une loge aux Italiens. Le	père	Goriot saisit cette parole au vol comme un chien saisit un mouvement
TXM_etude_des_moeurs	, où je succéderai tout bêtement à mon	père	. Les affections de l’homme se satisfont dans le plus petit
TXM_etude_des_moeurs	Eugène revint la pension, il trouva le	père	Goriot qui l’attendait. — Tenez, dit le bonhomme,
TXM_etude_des_moeurs	lettre et lut. « Monsieur, mon	père	m’a dit que, vous aimiez la musique italienne. Je
TXM_etude_des_moeurs	. — Eh ! bien, dit le	père	Goriot, à quoi pensez -vous donc ? Eugène ne connaissait pas
TXM_etude_des_moeurs	économies et celui que me donnait mon pauvre	père	; puis je me suis endettée. Le mariage pour moi est
